title,publication_frequency,url,place_of_publication,publisher,lccn_number,oclc_number,primary_language,start_year,end_year,city,county,state,latitude,longitude,place_0,subject_0,subject_1,note_0,note_1,note_2,note_3,the_geom,cartodb_id,created_at,updated_at
Jewish Chronicle,Biweekly,http://chroniclingamerica.loc.gov/lccn/sn93003788,"Worcester, MA",Mar-Len Publications,sn93003788,27457923,English,1992-01-01 00:00:00+00,,Worcester,Worcester,Massachusetts,42.262593,-71.802293,Massachusetts--Worcester--Worcester,Jewish newspapers--Massachusetts.,Jewish newspapers.--fast--(OCoLC)fst00982872,,,,,0101000020E6100000D333BDC458F351C04B94BDA59C214540,201,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Southern Jewish Weekly,"Weekly (except the last two weeks in July, and first, third and fourth weeks in Aug. and the first, second in Sept.)",http://chroniclingamerica.loc.gov/lccn/sn94091868,"Jacksonville, Fla.",Isadore Moscovitz,sn94091868,32916565,English,1924-01-01 00:00:00+00,1992-01-01 00:00:00+00,Jacksonville,Duval,Florida,30.332184,-81.655651,Florida--Duval--Jacksonville,Jewish newspapers--Southern States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""Combining the Florida Jewish news and the Jewish citizen.""","Description based on: Vol. 18, no. 54 (Dec. 11, 1942).",Microfilm.,,0101000020E6100000BEA59C2FF66954C02541B8020A553E40,185,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
La Idisher Bulet“£In,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94086252,"Los Angeles, Calif.",[s.n.],sn94086252,32330799,English,1927-01-01 00:00:00+00,1999-01-01 00:00:00+00,San Diego,San Diego,California,32.715738,-117.161084,California--San Diego--San Diego,California.--fast--(OCoLC)fst01204928,Jewish newspapers--California.,"Description based on: Vol. 1, no. 26 (Dec. 30, 1927).",In Yiddish and English.,Microfilm.,On film with other titles of the same subject.,0101000020E61000002BFA43334F4A5DC09240834D9D5B4040,186,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Idishe V“£Elt“£ The Jewish World,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94092342,Cleveland O.,Rocker Pub. Co.,sn94092342,32727382,English,1913-01-01 00:00:00+00,1952-01-01 00:00:00+00,Cleveland,Cuyahoga,Ohio,41.49932,-81.694361,Ohio--Cuyahoga--Cleveland,Jewish newspapers--Ohio.,Jewish newspapers.--fast--(OCoLC)fst00982872,In Yiddish and English.,Microfilm.,Numerous editions.,Supplements accompany some issues.,0101000020E61000008BA71E69706C54C08E1EBFB7E9BF4440,187,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Ivri The Hebrew,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94092696,New York [N.Y.],"Sarasohn & Son, Pub.",sn94092696,32784436,Hebrew,1892-01-01 00:00:00+00,1902-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,In Hebrew.,Microfilm.,"Published and edited by Gerson Rosenzweig, Sept. 19, 1895-<Jan. 24, 1902>.","Published in New York and Philadelphia, Sept. 19, 1895-July 29, 1898.",0101000020E6100000282D5C56618052C0588E90813C5B4440,188,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Times And Observer,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94092707,"San Francisco, Calif.",[s.n.],sn94092707,32784553,English,1879-01-01 00:00:00+00,1999-01-01 00:00:00+00,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,California.--fast--(OCoLC)fst01204928,Jewish newspapers--California.,"Description based on: Vol. 32, no. 48 (Nov. 30, 1888).","Editors: M.S. Levy and Wm. Saalberg, <1892-1906>.","In English and German, <1892-1906>.",Microfilm.,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,189,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
K“£Alifornyer Idishe Sht“£Ime California Jewish Voice,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94092711,"San Francisco, Calif.",Jewish Pub. Ass'n.,sn94092711,32784602,English,1912-01-01 00:00:00+00,,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,California.--fast--(OCoLC)fst01204928,Jewish newspapers--California.,In Yiddish and English.,Microfilm.,,,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,190,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Idishe Sht“£Ime The Jewish Voice,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94092723,"Newark, N.J.",Jewish Voice Pub. Co.,sn94092723,32785214,Yiddish,1924-01-01 00:00:00+00,1999-01-01 00:00:00+00,Newark,Essex,New Jersey,40.735657,-74.172367,New Jersey--Essex--Newark,Jewish newspapers--New Jersey.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Description based on: Vol. 2, no. 21 (Apr. 24, 1925).",In Yiddish.,Issue numbering is irregular.,Microfilm.,0101000020E610000037FA980F088B52C0680932022A5E4440,191,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Folk“£S-Tsayt“£Ung Folks-Zeitung,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94092738,"Los Angeles, Calif.",Folks-Zeitung Pub. Co.,sn94092738,32785495,English,1936-01-01 00:00:00+00,1999-01-01 00:00:00+00,Los Angeles,Los Angeles,California,34.052234,-118.243685,California--Los Angeles--Los Angeles,California.--fast--(OCoLC)fst01204928,Jewish newspapers--California.,In Yiddish and English.,Microfilm.,,,0101000020E6100000A661F888988F5DC0A0DE8C9AAF064140,192,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Hebrew Leader,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94092749,New York [N.Y.],J. Bondi & J.P. Solomon,sn94092749,32785656,English,1865-01-01 00:00:00+00,1882-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,In English and German.,Microfilm.,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,193,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Idishe V“£Elt“£ Jewish World,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94086968,Philadelphia [Pa.],Jewish World Pub. Co.,sn94086968,32373902,English,1914-01-01 00:00:00+00,1949-01-01 00:00:00+00,Philadelphia,Philadelphia,Pennsylvania,39.952584,-75.165222,Pennsylvania--Philadelphia--Philadelphia,Jewish newspapers--Pennsylvania.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""The only Jewish daily printed in Philadelphia.""","In Yiddish, with some English.",Microfilm.,"Suspended May 5-Sept. 6, 1940.",0101000020E61000001AA54BFF92CA52C0B058C345EEF94340,194,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Exponent,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94087925,"Philadelphia, Pa.",Jewish Exponent Pub. Co.,sn94087925,32410822,English,1887-01-01 00:00:00+00,,Philadelphia,Philadelphia,Pennsylvania,39.952584,-75.165222,,Jewish newspapers--Pennsylvania.,Jewish newspapers.--fast--(OCoLC)fst00982872,"First issue preceded by ""Prospectus.""","Mar. 8, 1946-Oct. 12, 1956 sponsored by the Federation of Jewish Charities, and: Allied Jewish Appeal of Philadelphia; Oct. 19, 1956- by the Federation of Jewish Agencies of Greater Philadelphia.",Microfilm.,"Publisher: Federation of Jewish Agencies of Greater Philadelphia, 1956-",0101000020E61000001AA54BFF92CA52C0B058C345EEF94340,195,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
K“£Alifornyer Idishe Sht“£Ime California Jewish Voice,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94089000,"Los Angeles, Calif.",Samuel B. Gach,sn94089000,32399082,English,1922-01-01 00:00:00+00,1949-01-01 00:00:00+00,Los Angeles,Los Angeles,California,34.052234,-118.243685,California--Los Angeles--Los Angeles,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""California"" appears within masthead ornament, Apr. 20, 1945.","Description based on: Vol. 4, no. 25 (Oct. 16, 1925).",In Yiddish and English.,Microfilm.,0101000020E6100000A661F888988F5DC0A0DE8C9AAF064140,196,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Times,Weekly,http://chroniclingamerica.loc.gov/lccn/sn95062235,"San Francisco, Cal.",Times Pub. Co.,sn95062235,34329136,English,1800-01-01 00:00:00+00,1999-01-01 00:00:00+00,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,California.--fast--(OCoLC)fst01204928,Jewish newspapers--California.,"Description based on: Vol. 1, no. 50 (Feb. 4, 1881).",,,,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,197,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Central California Jewish Heritage,Monthly,http://chroniclingamerica.loc.gov/lccn/sn96064433,"Fresno, Calif.",Heritage Pub. Co.,sn96064433,35171493,English,1973-01-01 00:00:00+00,,Fresno,Fresno,California,36.746842,-119.772587,California--Fresno--Fresno,California.--fast--(OCoLC)fst01204928,Jewish newspapers--California.,,,,,0101000020E61000002594BE1072F15DC0BEA3C684985F4240,198,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Fellowship News,Monthly,http://chroniclingamerica.loc.gov/lccn/sn89081138,"Duluth, Minn.",Jewish Fellowship Club,sn89081138,21028927,English,1936-01-01 00:00:00+00,,Duluth,Saint Louis,Minnesota,46.786672,-92.100485,Minnesota--Saint Louis--Duluth,Jewish newspapers--Minnesota--Duluth.,Jewish newspapers.--fast--(OCoLC)fst00982872,Available on microfilm from the Minnesota Historical Society.,"Description based on: Vol. 31, no. 5 (Jan. 1967).",,,0101000020E6100000452FA3586E0657C0E75608ABB1644740,199,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Every Friday,Weekly,http://chroniclingamerica.loc.gov/lccn/sn91069660,"[Cincinnati, Ohio]",Samuel M. Schmidt,sn91069660,25023099,English,1927-01-01 00:00:00+00,1965-01-01 00:00:00+00,Cincinnati,Hamilton,Ohio,39.103118,-84.51202,Ohio--Hamilton--Cincinnati,Jewish newspapers--Ohio.,Jewish newspapers.--fast--(OCoLC)fst00982872,Volume numbering is irregular.,,,,0101000020E610000078B988EFC42055C081D07AF8328D4340,200,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish World,Weekly,http://chroniclingamerica.loc.gov/lccn/sn91057142,"Boston, Mass.",World Pub. Co.,sn91057142,24655101,English,1938-01-01 00:00:00+00,1955-01-01 00:00:00+00,Boston,Suffolk,Massachusetts,42.360083,-71.05888,Massachusetts--Suffolk--Boston,Jewish newspapers--New England.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Also published another weekly, Jewish guide (Boston, Mass.), <1941>.",In English and Yiddish.,"Published as: The Jewish daily world, <Nov. 24, 1939>-<Apr. 5, 1940>, and: The Jewish world national journal, Dec. 13, 1940-Jan. 3, June 13-July 11, 1941.",Second section in Yiddish under title: Yidishe ví£eltí£.,0101000020E6100000DD989EB0C4C351C03C6C2233172E4540,203,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
People'S Friend = Der Volksfreund = Der Vosterer Folksfrend,Monthly,http://chroniclingamerica.loc.gov/lccn/sn91058013,"Worcester, Mass.",Jacob S. Rosenberg,sn91058013,23167049,Yiddish,1913-01-01 00:00:00+00,1999-01-01 00:00:00+00,Worcester,Worcester,Massachusetts,42.262593,-71.802293,Massachusetts--Worcester--Worcester,Jewish newspapers--Massachusetts.,Jewish newspapers.--fast--(OCoLC)fst00982872,In Yiddish.,,,,0101000020E6100000D333BDC458F351C04B94BDA59C214540,204,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Nasza Trybuna Our Tribune,Irregular,http://chroniclingamerica.loc.gov/lccn/sn94082337,"New York, N.Y.",J. Apenszlak and A. Tartakower,sn94082337,32284944,English,1940-01-01 00:00:00+00,1951-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""Pismo Zíàydoíw polskich.""","Description based on: Rok 7, no. 6 (30 czerw. 1946).",In Polish and English.,Microfilm.,0101000020E6100000282D5C56618052C0588E90813C5B4440,205,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
B'Nai B'Rith Messenger,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94083276,"Los Angeles, Calif.","B'nai B'rith Messenger, Co.",sn94083276,32255413,English,1898-01-01 00:00:00+00,,Los Angeles,Los Angeles,California,34.052234,-118.243685,California--Los Angeles--Los Angeles,Jewish newspapers--California.,Jewish newspapers--Pacific States.,Microfilm.,,,,0101000020E6100000A661F888988F5DC0A0DE8C9AAF064140,206,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Community Bulletin,Weekly,http://chroniclingamerica.loc.gov/lccn/sn94081539,"San Francisco, Calif.",San Francisco Jewish Community Pub.,sn94081539,32193469,English,1946-01-01 00:00:00+00,,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""Consolidated with Emanu-El.""",Microfilm.,,,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,207,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Hakol,Monthly,http://chroniclingamerica.loc.gov/lccn/sn89077141,"Allentown, Pa.",Jewish Federation of Allentown,sn89077141,19249091,English,1976-01-01 00:00:00+00,,Allentown,Lehigh,Pennsylvania,40.608431,-75.490183,Pennsylvania--Lehigh--Allentown,Jewish newspapers--Pennsylvania.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""Serving the Jewish communities of the Lehigh Valley.""",In English with some columns in Yiddish.,,,0101000020E6100000888384285FDF52C0B16F2711E14D4440,208,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Reporter,Monthly (except bimonthly July-Aug.),http://chroniclingamerica.loc.gov/lccn/sn89077168,"Framingham, Mass.",Greater Framingham Jewish Federation,sn89077168,19220345,English,1970-01-01 00:00:00+00,,Framingham,Middlesex,Massachusetts,42.279286,-71.416156,Massachusetts--Middlesex--Framingham,Jewish newspapers--Massachusetts.,Jewish newspapers.--fast--(OCoLC)fst00982872,"At head of title: MetroWest, summer 1992-","Published by the Metro-West Jewish Federation of Massachusetts, June 1987-",,,0101000020E61000003082C64CA2DA51C0861DC6A4BF234540,209,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Community News,Biweekly,http://chroniclingamerica.loc.gov/lccn/sn89077169,[Passaic] N.J.,Jewish Federation of Greater Clifton-Passaic & Jewish Federation of North Jersey,sn89077169,19220452,English,1980-01-01 00:00:00+00,,Clifton,Passaic,New Jersey,40.858433,-74.163755,New Jersey--Passaic--Clifton,Jewish newspapers--New Jersey.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Description based on: Vol. 3, no. 13 (July 13, 1988).","Latest issue consulted: Vol. 10, no. 18 (Sept. 1995).",,,0101000020E61000009D6340F67A8A52C05167EE21E16D4440,210,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Tog = The Day,Daily,http://chroniclingamerica.loc.gov/lccn/sn93058801,"New York, N.Y.",American Jewish Pub. Corp.,sn93058801,28034080,English,1922-01-01 00:00:00+00,1953-01-01 00:00:00+00,Boston,Suffolk,Massachusetts,42.360083,-71.05888,Massachusetts--Suffolk--Boston,Jewish newspapers--Massachusetts--Boston.,Jewish newspapers.--fast--(OCoLC)fst00982872,In Yiddish and English.,"Published simultaneously at New York and Boston, <1924-1947>.",,,0101000020E6100000DD989EB0C4C351C03C6C2233172E4540,211,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
New England Courier,Weekly,http://chroniclingamerica.loc.gov/lccn/sn93058804,Boston [Mass.],New England Courier Pub. Co.,sn93058804,28039832,English,1894-01-01 00:00:00+00,1894-01-01 00:00:00+00,Boston,Suffolk,Massachusetts,42.360083,-71.05888,Massachusetts--Suffolk--Boston,Jewish newspapers--New England.,Jewish newspapers.--fast--(OCoLC)fst00982872,,,,,0101000020E6100000DD989EB0C4C351C03C6C2233172E4540,212,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Bulletin,Weekly,http://chroniclingamerica.loc.gov/lccn/sn95073658,"Omaha, Neb.",Isaac Konecky,sn95073658,34238985,English,1916-01-01 00:00:00+00,1923-01-01 00:00:00+00,Omaha,Douglas,Nebraska,41.252363,-95.997988,Nebraska--Douglas--Omaha,Jewish newspapers--Middle West.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Description based on: Vol. 4, no. 5 (Apr. 4, 1919) = whole no. 161.",Microfilm.,,,0101000020E61000003B730F09DFFF57C038DC476E4DA04440,213,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Rhode Island Jewish Herald,Weekly,http://chroniclingamerica.loc.gov/lccn/sn92063961,"Providence, R.I.",Jewish Press Pub. Co.,sn92063961,25271872,English,1989-01-01 00:00:00+00,,Providence,Providence,Rhode Island,41.823989,-71.412834,Rhode Island--Providence--Providence,Jewish newspapers--Massachusetts.,Jewish newspapers--Rhode Island.,,,,,0101000020E6100000522B4CDF6BDA51C0C2A1B77878E94440,241,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Boston Hebrew Observer,Weekly,http://chroniclingamerica.loc.gov/lccn/sn91058149,"Boston, Mass.",Solomon Schindler,sn91058149,24943158,English,1883-01-01 00:00:00+00,1886-01-01 00:00:00+00,Boston,Suffolk,Massachusetts,42.360083,-71.05888,Massachusetts--Suffolk--Boston,Jewish newspapers--Massachusetts--Boston.,Jewish newspapers--New York (State)--New York.,In English and German.,"Published in New York, N.Y., July 20, 1883; New York and Boston, July 27, 1883-1886.",,,0101000020E6100000DD989EB0C4C351C03C6C2233172E4540,214,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Herald,Monthly,http://chroniclingamerica.loc.gov/lccn/sn91058150,"Boston, Mass.",Jewish Herald,sn91058150,24943129,English,1890-01-01 00:00:00+00,1899-01-01 00:00:00+00,Boston,Suffolk,Massachusetts,42.360083,-71.05888,Massachusetts--Suffolk--Boston,Jewish newspapers--New England.,Jewish newspapers--New York (State)--New York.,"Description based on: June 2, 1893.","Published in New York, N.Y., <Apr. 27-Aug. 31, 1894>.",,,0101000020E6100000DD989EB0C4C351C03C6C2233172E4540,215,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Herald,Weekly,http://chroniclingamerica.loc.gov/lccn/sn92063959,"Providence, R.I.",Jewish Press Pub. Co.,sn92063959,25272040,English,1929-01-01 00:00:00+00,1958-01-01 00:00:00+00,Providence,Providence,Rhode Island,41.823989,-71.412834,Rhode Island--Providence--Providence,Jewish newspapers--Massachusetts.,Jewish newspapers--Rhode Island.,"Description based on: Vol. 2, no. 7 (Nov. 14, 1930).",,,,0101000020E6100000522B4CDF6BDA51C0C2A1B77878E94440,216,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Rhode Island Herald,Weekly,http://chroniclingamerica.loc.gov/lccn/sn92063960,"Providence, R.I.",Jewish Press Pub. Co.,sn92063960,25271943,English,1958-01-01 00:00:00+00,1989-01-01 00:00:00+00,Providence,Providence,Rhode Island,41.823989,-71.412834,Rhode Island--Providence--Providence,Jewish newspapers--Massachusetts.,Jewish newspapers--Rhode Island.,,,,,0101000020E6100000522B4CDF6BDA51C0C2A1B77878E94440,217,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish News Of Western Massachusetts,Twenty-five no. a year,http://chroniclingamerica.loc.gov/lccn/sn97001631,"Northampton, Mass.",Or V'Shalom,sn97001631,36919626,English,1990-01-01 00:00:00+00,,Springfield,Hampden,Massachusetts,42.101483,-72.589811,Massachusetts--Hampden--Springfield,Jewish newspapers--Massachusetts.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Description based on: Vol. 53, no. 9 (May 1, 1997).",,,,0101000020E61000008CF4A276BF2552C0CC0C1B65FD0C4540,218,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Transcript,Weekly (irregular),http://chroniclingamerica.loc.gov/lccn/sn92038146,"Seattle, Wash.",The Transcript,sn92038146,25772744,English,1942-01-01 00:00:00+00,1967-01-01 00:00:00+00,Seattle,King,Washington,47.60621,-122.332071,Washington--King--Seattle,Jewish newspapers--Washington (State),Jewish newspapers.--fast--(OCoLC)fst00982872,Numbering irregular.,,,,0101000020E6100000CD3CB9A640955EC00B410E4A98CD4740,219,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Midwest Jewish Week,"Weekly (except 3rd week in Apr., July 4th week, 4th week in Sept., Christmas week)",http://chroniclingamerica.loc.gov/lccn/sn92002652,"Chicago, Ill.","Midwest Jewish Week, Inc.",sn92002652,25814467,English,1991-01-01 00:00:00+00,,Chicago,Cook,Illinois,41.878114,-87.629798,Illinois--Cook--Chicago,Chicago (Ill.)--Newspapers.,Cook County (Ill.)--Newspapers.,"Description based on: Vol. 2, no. 2 (May 8, 1992); title from caption.",,,,0101000020E61000008445459C4EE855C07214200A66F04440,220,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
